1.42353296875,-1.28036154948,1.04912166446,-0.401028844538,1.1804761819,2.4648788086,0.0,0.0,0.0,jt_time:1458844211098051014,ft_time:1458844211098051014,-2.17170095444,1.96931183338,-1.3476241827
1.42353296875,-1.28036154948,1.04912166446,-0.401028844538,1.1804761819,2.4648788086,0.0,0.0,0.0,jt_time:1458844211107978017,ft_time:1458844211107978017,-2.4942073822,2.07181596756,-1.39407718182
1.42353296875,-1.28036154948,1.04912166446,-0.401028844538,1.1804761819,2.4648788086,0.0,0.0,0.0,jt_time:1458844211147995736,ft_time:1458844211147995736,-2.09001302719,2.03351640701,-1.14841747284
1.42353296875,-1.28036154948,1.04912166446,-0.401028844538,1.1804761819,2.4648788086,0.0,0.0,0.0,jt_time:1458844211157986406,ft_time:1458844211157986406,-2.20598649979,1.90024638176,-1.5237300396
1.42353296875,-1.28036154948,1.04912166446,-0.401028844538,1.1804761819,2.4648788086,0.0,0.0,0.0,jt_time:1458844211218005278,ft_time:1458844211218005278,-2.29454159737,1.90023005009,-1.22563052177
1.42353296875,-1.28036154948,1.04912166446,-0.401028844538,1.1804761819,2.4648788086,0.0,0.0,0.0,jt_time:1458844211227996332,ft_time:1458844211227996332,-2.44103837013,2.06708049774,-1.03927361965
1.42353296875,-1.28036154948,1.04912166446,-0.401028844538,1.1804761819,2.4648788086,0.0,0.0,0.0,jt_time:1458844211268027771,ft_time:1458844211268027771,-2.24776792526,1.74886488914,-1.17516422272
1.42353296875,-1.28036154948,1.04912166446,-0.401028844538,1.1804761819,2.4648788086,0.0,0.0,0.0,jt_time:1458844211277990644,ft_time:1458844211277990644,-2.28846168518,1.82869303226,-1.27331972122
1.42353296875,-1.28036154948,1.04912166446,-0.401028844538,1.1804761819,2.4648788086,0.0,0.0,0.0,jt_time:1458844211287983739,ft_time:1458844211287983739,-2.12401914597,2.03310608864,-1.02014732361
1.42353296875,-1.28036154948,1.04912166446,-0.401028844538,1.1804761819,2.4648788086,0.0,0.0,0.0,jt_time:1458844211298013662,ft_time:1458844211298013662,-2.00908017159,2.00584077835,-1.25564289093
